Verse,Text,Stage
Jer 34:14,mi qēṣ  šebaʕ  šānîm  təšalləḥû  ʔîš  ʔet  ʔāḥiʸw  hā ʕibrî  ʔăšer  yimmākēr  ləkā  wa ʕăbādəkā  šēš  šānîm  wə šillaḥtô  ḥopšî  mē ʕimmāk  wə lō  šāməʕû  ʔăbôtêkem  ʔēlay  wə lō  hiṭṭû  ʔet  ʔoznām,Transitional Biblical Hebrew
Jer 17:12,kissē  kābôd  mārôm  mē rišôn  məqôm  miqdāšēnû,Transitional Biblical Hebrew
Ezek 27:27,hônēk  wə ʕizəbônayik  maʕărābēk  mallāḥayik  wə ḥōbəlāyik  maḥăzîqê  bidqēk  wə ʕōrəbê  maʕărābēk  wə kol  ʔanšê  milḥamtēk  ʔăšer  bāk  û bə kol  qəhālēk  ʔăšer  bə tôkēk  yippəlû  bə lēb  yammîm  bə yôm  mappaltēk,Transitional Biblical Hebrew
Jer 46:2,lə miṣrayim  ʕal  ḥêl  parʕō  nəkô  melek  miṣrayim  ʔăšer  hāyā  ʕal  nəhar  pərāt  bə karkəmiš  ʔăšer  hikkā  nəbûkadreṣṣar  melek  bābel  bi šənat  hā rəbîʕît  li yhôyāqîm  ben  yōšiyyāhû  melek  yəhûdā,Transitional Biblical Hebrew
Jer 5:5,ʔēlăkā  lî  ʔel  ha gədōlîm  wa ʔădabbərā  ʔôtām  kî  hēmmā  yādəʕû  derek  yəhwāh  mišpaṭ  ʔĕlōhêhem  ʔak  hēmmā  yaḥdāw  šābərû  ʕōl  nittəqû  môsērôt,Transitional Biblical Hebrew
Jer 44:16,ha dābār  ʔăšer  dibbartā  ʔēlênû  bə šēm  yəhwāh  ʔênennû  šōməʕîm  ʔēlêkā,Transitional Biblical Hebrew
Ezek 32:3,kō  ʔāmar  ʔădōnāy  yəhwih  û pāraśtî  ʕālêkā  ʔet  rištî  bi qəhal  ʕammîm  rabbîm  wə heʕĕlûkā  bə ḥermî,Transitional Biblical Hebrew
Ezek 21:30,wə ʔattā  ḥālāl  rāšāʕ  nəśî  yiśrāʔēl  ʔăšer  bā  yômô  bə ʕēt  ʕăwōn  qēṣ,Transitional Biblical Hebrew
Jer 10:7,mî  lō  yirāʔăkā  melek  ha gôyim  kî  ləkā  yāʔātā  kî  bə kol  ḥakmê  ha gôyim  û bə kol  maləkûtām  mē ʔên  kāmôkā,Transitional Biblical Hebrew
Jer 28:15,wa yōmer  yirməyā  ha nābî  ʔel  ḥănanyā  ha nābî  šəmaʕ  nā  ḥănanyā  lō  šəlāḥăkā  yəhwāh  wə ʔattā  hibṭaḥtā  ʔet  hā ʕām  ha zê  ʕal  šāqer,Transitional Biblical Hebrew
Ezek 38:20,wə rāʕăšû  mi pānay  dəgê  ha yom  wə ʕôp  ha šāmayim  wə ḥayyat  ha śādê  wə kol  hā remeś  hā rōmēś  ʕal  hā ʔădāmā  wə kōl  hā ʔādām  ʔăšer  ʕal  pənê  hā ʔădāmā  wə nêersû  he hārîm  wə nāpəlû  ha madrēgôt  wə kol  ḥômā  lā  ʔāreṣ  tippôl,Transitional Biblical Hebrew
Ezek 16:52,gam  ʔat  śəʔî  kəlimmātēk  ʔăšer  pillalt  la ʔăḥôtēk  bə ḥaṭṭōtayik  ʔăšer  hitʕabt  mēhēn  tiṣdaqnā  mimmēk  wə gam  ʔat  bôšî  û śəʔî  kəlimmātēk  bə ṣaddeqtēk  ʔaḥyôtēk,Transitional Biblical Hebrew
Jer 26:18,mîkā  ha môraštî  hāyā  nibbā  bi ymê  ḥizqiyyāhû  melek  yəhûdā  wa yōmer  ʔel  kol  ʕam  yəhûdā  lē ʔmōr  kō  ʔāmar  yəhwāh  ṣəbāʔôt  ṣiyyôn  śādê  tēḥārēš  wi yrûšālayim  ʕiyyîm  tihyê  wə har  ha bayit  lə bāmôt  yāʕar,Transitional Biblical Hebrew
Isa 43:24,lō  qānîtā  lî  ba  kesep  qānê  wə ḥēleb  zəbāḥêkā  lō  hirwîtānî  ʔak  heʕĕbadtanî  bə ḥaṭṭôtêkā  hôgaʕtanî  ba ʕăwōnōtêkā,Transitional Biblical Hebrew
Ezek 13:7,hă lô  maḥăzē  šāwə  ḥăzîtem  û miqsam  kāzāb  ʔămartem  wə ʔōmərîm  nəʔum  yəhwāh  wa ʔănî  lō  dibbartî,Transitional Biblical Hebrew
Ezek 10:16,û bə leket  ha kərûbîm  yēləkû  hā ʔôpannîm  ʔeṣlām  û bi śəʔēt  ha kərûbîm  ʔet  kanəpêhem  lā rûm  mē ʕal  hā ʔāreṣ  lō  yissabbû  hā ʔôpannîm  gam  hēm  mē ʔeṣlām,Transitional Biblical Hebrew
Ezek 23:34,wə šātît  ʔôtāh  û māṣît  wə ʔet  ḥărāśêhā  təgārēmî  wə šādayik  tənattēqî  kî  ʔănî  dibbartî  nəʔum  ʔădōnāy  yəhwih,Transitional Biblical Hebrew
Jer 9:16,kō  ʔāmar  yəhwāh  ṣəbāʔôt  hitbônənû  wə qirʔû  la  məqônənôt  û təbôʔênā  wə ʔel  ha ḥăkāmôt  šilḥû  wə tābônā,Transitional Biblical Hebrew
Jer 23:11,kî  gam  nābî  gam  kōhēn  ḥānēpû  gam  bə bêtî  māṣātî  rāʕātām  nəʔum  yəhwāh,Transitional Biblical Hebrew
Jer 48:1,lə môʔāb  kō  ʔāmar  yəhwāh  ṣəbāʔôt  ʔĕlōhê  yiśrāʔēl  hôy  ʔel  nəbô  kî  šuddādā  hōbîšā  nilkədā  qiryātāyim  hōbîšā  ha miśgāb  wā ḥāttā,Transitional Biblical Hebrew
Jer 23:33,wə kî  yišʔāləkā  hā ʕām  ha zê  ʔô  ha nābî  ʔô  kōhēn  lē ʔmōr  mah  maśśā  yəhwāh  wə ʔāmartā  ʔălêhem  ʔet  mah  maśśā  wə nāṭaštî  ʔetəkem  nəʔum  yəhwāh,Transitional Biblical Hebrew
1 Chr 4:16,û bənê  yəhallelʔēl  zîp  wə zîpā  tîrəyā  wa ʔăśarʔēl,Late Biblical Hebrew
1 Chr 23:18,bənê  yiṣhār  šəlōmît  hā rōš,Late Biblical Hebrew
Esth 9:29,wa tiktōb  ʔestēr  ha malkā  bat  ʔăbîḥayil  û mordᵒkay  ha yəhûdî  ʔet  kol  tōqep  lə qayyēm  ʔēt  ʔiggeret  ha pûrîm  ha zōt  ha šēnît,Late Biblical Hebrew
Ezra 2:27,ʔanšê  mikmās  mēʔā  ʕeśrîm  û šənāyim,Late Biblical Hebrew
1 Chr 22:9,hinnē  bēn  nôlād  lāk  hû  yihyê  ʔîš  mənûḥā  wa hăniḥôtî  lô  mi kol  ʔôyəbāʸw  mi sābîb  kî  šəlōmō  yihyê  šəmô  wə šālôm  wā šeqeṭ  ʔettēn  ʕal  yiśrāʔēl  bə yāmāʸw,Late Biblical Hebrew
Neh 6:15,wa tišlam  ha ḥômā  bə ʕeśrîm  wa ḥămiššā  le ʔĕlûl  la ḥămiššîm  û šənayim  yôm,Late Biblical Hebrew
Esth 1:16,wa yōmer  məmûkān  li pənê  ha melek  wə ha śārîm  lō  ʕal  ha melek  lə baddô  ʕāwətā  waštî  ha malkā  kî  ʕal  kol  ha śārîm  wə ʕal  kol  hā ʕammîm  ʔăšer  bə kol  mədînôt  ha melek  ʔăḥašwērôš,Late Biblical Hebrew
1 Chr 26:8,kol  ʔēllê  mi bənê  ʕōbēd ʔĕdōm  hēmmā  û bənêhem  wa ʔăḥêhem  ʔîš  ḥayil  ba  kōaḥ  la ʕăbōdā  šiššîm  û šənayim  lə ʕōbēd ʔĕdōm,Late Biblical Hebrew
Ezra 2:56,bənê  yaʕlā  bənê  darqôn  bənê  giddēl,Late Biblical Hebrew
Eccl 3:8,ʕēt  le ʔĕhōb  wə ʕēt  li śənō  ʕēt  milḥāmā  wə ʕēt  šālôm,Late Biblical Hebrew
1 Chr 16:39,wə ʔēt  ṣādôq  ha kōhēn  wə ʔeḥāʸw  ha kōhănîm  li pənê  miškan  yəhwāh  ba  bāmoh  ʔăšer  bə gibʕôn,Late Biblical Hebrew
1 Chr 7:13,bənê  naptālî  yaḥăṣîʔēl  wə gûnî  wə yēṣer  wə šallûm  bənê  bilhā,Late Biblical Hebrew
1 Chr 26:14,wa yippōl  ha gôrāl  mizrāḥā  lə šelemyāhû  û zəkaryāhû  bənô  yôʕēṣ  bə śekel  hippîlû  gôrālôt  wa yēṣē  gôrālô  ṣāpônā,Late Biblical Hebrew
Eccl 5:18,gam  kol  hā ʔādām  ʔăšer  nātan  lô  hā ʔĕlōhîm  ʕōšer  û nəkāsîm  wə hišlîṭô  le ʔĕkōl  mimmennû  wə lā śēt  ʔet  ḥelqô  wə li śəmōaḥ  ba ʕămālô  zō  mattat  ʔĕlōhîm  hî,Late Biblical Hebrew
Neh 9:21,wə ʔarbāʕîm  šānā  kilkaltām  ba  midbār  lō  ḥāsērû  śalmōtêhem  lō  bālû  wə raglêhem  lō  bāṣēqû,Late Biblical Hebrew
Neh 3:29,ʔaḥărāʸw  heḥĕzîq  ṣādôq  ben  ʔimmēr  neged  bêtô wə ʔaḥărāʸw  heḥĕzîq  šəmaʕyā  ben  šəkanyā  šōmēr  šaʕar  ha mizrāḥ,Late Biblical Hebrew
Neh 4:12,wə ha bônîm  ʔîš  ḥarbô  ʔăsûrîm  ʕal  motnāʸw  û bônîm  wə ha tôqēaʕ  ba  šôpār  ʔeṣlî,Late Biblical Hebrew
1 Chr 12:36,û min  ha dānî  ʕōrəkê  milḥāmā  ʕeśrîm  û šəmônā  ʔelep  wə šēš  mēʔôt,Late Biblical Hebrew
Neh 13:24,û bənêhem  ḥăṣî  mədabbēr  ʔašdôdît  wə ʔênām  makkîrîm  lə dabbēr  yəhûdît  wə ki ləšôn  ʕam  wā ʕām,Late Biblical Hebrew
Neh 7:5,wa yittēn  ʔĕlōhay  ʔel  libbî  wā ʔeqbəṣā  ʔet  ha ḥōrîm  wə ʔet  ha səgānîm  wə ʔet  hā ʕām  lə hityaḥēś  wā ʔemṣā  sēper  ha yaḥaś  hā ʕôlîm  bā  rišônā  wā ʔemṣā  kātûb  bô,Late Biblical Hebrew
2 Chr 26:20,wa yipen  ʔēlāʸw  ʕăzaryāhû  kōhēn  hā rōš  wə kol  ha kōhănîm  wə hinnē  hû  məṣōrāʕ  bə miṣḥô  wa yabhilûhû  mi šām  wə gam  hû  nidḥap  lā ṣēt  kî  niggəʕô  yəhwāh,Late Biblical Hebrew
Dan 1:21,wa yəhî  dāniyyēl  ʕad  šənat  ʔaḥat  lə kôreš  ha melek,Late Biblical Hebrew
Esth 4:16,lēk  kənôs  ʔet  kol  ha yəhûdîm  ha nimṣəʔîm  bə šûšān  wə ṣûmû  ʕālay  wə ʔal  tōkəlû  wə ʔal  tištû  šəlōšet  yāmîm  laylā  wā yôm  gam  ʔănî  wə naʕărōtay  ʔāṣûm  kēn  û bə kēn  ʔābô  ʔel  ha melek  ʔăšer  lō  ka  dāt  wə ka ʔăšer  ʔābadtî  ʔābādəttî,Late Biblical Hebrew
Ezra 2:22,ʔanšê  nəṭōpā  ḥămiššîm  wə šiššā,Late Biblical Hebrew
1 Chr 4:35,wə yôʔēl  wə yēhû  ben  yôšibyā  ben  śərāyā  ben  ʕăśîʔēl,Late Biblical Hebrew
1 Chr 2:41,wə šallûm  hôlîd  ʔet  yəqamyā  wi yqamyā  hōlîd  ʔet  ʔĕlîšāmāʕ,Late Biblical Hebrew
Ezra 2:28,ʔanšê  bêt ʔēl  wə hā ʕāy  mātayim  ʕeśrîm  û šəlōšā,Late Biblical Hebrew
Ezra 2:50,bənê  ʔasnā  bənê  məʕûnîm  bənê  nəpûsîm,Late Biblical Hebrew
Dan 12:1,û bā  ʕēt  ha hî  yaʕămōd  mîkāʔēl  ha śar  ha gādôl  hā ʕōmēd  ʕal  bənê  ʕammekā  wə hāyətā  ʕēt  ṣārā  ʔăšer  lō  nihyətā  mi həyôt  gôy  ʕad  hā ʕēt  ha hî  û bā  ʕēt  ha hî  yimmālēṭ  ʕamməkā  kol  ha nimṣā  kātûb  ba  sēper,Late Biblical Hebrew
1 Chr 4:2,û rəʔāyā  ben  šôbāl  hôlîd  ʔet  yaḥat  wə yaḥat  hōlîd  ʔet  ʔăḥûmay  wə ʔet  lāhad  ʔēllê  mišpəḥôt  ha ṣārəʕātî,Late Biblical Hebrew
Eccl 2:12,û pānîtî  ʔănî  li rəʔôt  ḥokmā  wə hôlēlôt  wə siklût  kî  mê  hā ʔādām  še yābô  ʔaḥărê  ha melek  ʔēt  ʔăšer  kəbār  ʕāśûhû,Late Biblical Hebrew
Dan 9:18,haṭṭē  ʔĕlōhay  ʔoznəkā  û šămāʕ  pəqaḥ  ʕênêkā  û rəʔē  šōməmōtênû  wə hā ʕîr  ʔăšer  niqrā  šiməkā  ʕālêhā  kî  lō  ʕal  ṣidqōtênû  ʔănaḥnû  mappîlîm  taḥănûnênû  lə pānêkā  kî  ʕal  raḥămêkā  hā rabbîm,Late Biblical Hebrew
1 Chr 6:21,ben  ʔelqānā  ben  yôʔēl  ben  ʕăzaryā  ben  ṣəpanyā,Late Biblical Hebrew
1 Chr 12:28,wi yhôyādāʕ  ha nāgîd  lə ʔahărōn  wə ʕimmô  šəlōšet  ʔălāpîm  û šəbaʕ  mēʔôt,Late Biblical Hebrew
Neh 12:17,la ʔăbiyyā  zikrî  lə minyāmîn  lə môʕadyā  pilṭāy,Late Biblical Hebrew
1 Chr 25:5,kol  ʔēllê  bānîm  lə hêmān  ḥōzē  ha melek  bə dibrê  hā ʔĕlōhîm  lə hārîm  qāren  wa yittēn  hā ʔĕlōhîm  lə hêmān  bānîm  ʔarbāʕā  ʕāśār  û bānôt  šālôš,Late Biblical Hebrew
Esth 1:12,wa təmāʔēn  ha malkā  waštî  lā bô  bi dəbar  ha melek  ʔăšer  bə yad  ha sārîsîm  wa yiqṣōp  ha melek  məʔōd  wa ḥămātô  bāʕărā  bô,Late Biblical Hebrew
Eccl 10:7,rāʔîtî  ʕăbādîm  ʕal  sûsîm  wə śārîm  hōləkîm  ka ʕăbādîm  ʕal  hā ʔāreṣ,Late Biblical Hebrew
Ezra 9:1,û kə kallôt  ʔēllê  niggəšû  ʔēlay  ha śārîm  lē ʔmōr  lō  nibdəlû  hā ʕām  yiśrāʔēl  wə ha kōhănîm  wə ha ləwiyyim  mē ʕammê  hā ʔărāṣôt  kə tôʕăbōtêhem  la  kənaʕănî  ha ḥittî  ha pərizzî  ha yəbûsî  hā ʕammōnî  ha mōʔābî  ha miṣrî  wə hā ʔĕmōrî,Late Biblical Hebrew
Esth 10:2,wə kol  maʕăśē  toqpô  û gəbûrātô  û pārāšat  gədullat  mordᵒkay  ʔăšer  giddəlô  ha melek  hă lô  hēm  kətûbîm  ʕal  sēper  dibrê  ha yāmîm  lə maləkê  māday  û pārās,Late Biblical Hebrew
Dan 9:10,wə lō  šāmaʕnû  bə qôl  yəhwāh  ʔĕlōhênû  lā leket  bə tôrōtāʸw  ʔăšer  nātan  lə pānênû  bə yad  ʕăbādāʸw  ha nəbîʔîm,Late Biblical Hebrew
1 Chr 1:40,bənê  šôbāl  ʕalyān  û mānaḥat  wə ʕêbāl  šəpî  wə ʔônām û bənê  ṣibʕôn  ʔayyā  wa ʕănā,Late Biblical Hebrew
Neh 7:58,bənê  yaʕlā  bənê  darqôn  bənê  giddēl,Late Biblical Hebrew
2 Chr 29:3,hû  ba  šānā  hā rišônā  lə māləkô  ba  ḥōdeš  hā rišôn  pātaḥ  ʔet  dalətôt  bêt  yəhwāh  wa yəḥazzəqēm,Late Biblical Hebrew
Esth 2:4,wə ha naʕărā  ʔăšer  tîṭab  bə ʕênê  ha melek  timlōk  taḥat  waštî  wa yîṭab  ha dābār  bə ʕênê  ha melek  wa yaʕaś  kēn,Late Biblical Hebrew
Neh 2:15,wā ʔĕhî  ʕōlê  ba  naḥal  laylā  wā ʔĕhî  śōbēr  ba  ḥômā  wā ʔāšûb  wā ʔābô  bə šaʕar  ha gay  wā ʔāšûb,Late Biblical Hebrew
1 Chr 23:31,û lə kōl  haʕălôt  ʕōlôt  la yhwāh  la  šabbātôt  le  ḥᵒdāšîm  wə la  mōʕădîm  bə mispār  kə mišpāṭ  ʕălêhem  tāmîd  li pənê  yəhwāh,Late Biblical Hebrew
Neh 2:10,wa yišmaʕ  sanəballaṭ  ha ḥōrōnî  wə ṭôbiyyā  hā ʕebed  hā ʕammōnî  wa yēraʕ  lāhem  rāʕā  gədōlā  ʔăšer  bā  ʔādām  lə baqqēš  ṭôbā  li bənê  yiśrāʔēl,Late Biblical Hebrew
Eccl 7:15,ʔet  ha kōl  rāʔîtî  bi ymê  heblî  yēš  ṣaddîq  ʔōbēd  bə ṣidqô  wə yēš  rāšāʕ  maʔărîk  bə rāʕātô,Late Biblical Hebrew
2 Chr 33:20,wa yiškab  mənaššê  ʕim  ʔăbōtāʸw  wa yiqbəruhû  bêtô  wa yimlōk  ʔāmôn  bənô  taḥtāʸw,Late Biblical Hebrew
Neh 11:33,ḥāṣôr  rāmā  gittāyim,Late Biblical Hebrew
Ezra 2:15,bənê  ʕādîn  ʔarbaʕ  mēʔôt  ḥămiššîm  wə ʔarbāʕā,Late Biblical Hebrew
1 Chr 5:20,wa yēʕozrû  ʕălêhem  wa yinnotnû  bə yādām  ha hagrîʔîm  wə kōl  še ʕimmāhem  kî  lē ʔlōhîm  zāʕăqû  ba  milḥāmā  wə naʕtôr  lāhem  kî  bāṭəḥû  bô,Late Biblical Hebrew
2 Chr 31:17,wə ʔēt  hityaḥēś  ha kōhănîm  lə bêt  ʔăbôtêhem  wə ha ləwiyyim  mi ben  ʕeśrîm  šānā  û lə māʕəlā  bə mišmərôtêhem  bə maḥləqôtêhem,Late Biblical Hebrew
1 Chr 26:31,la  ḥebrônî  yəriyyā  hā rōš  la  ḥebrônî  lə tōlədōtāʸw  lə ʔābôt  bi šənat  hā ʔarbāʕîm  lə maləkût  dāwîd  nidrāšû  wa yimmāṣē  bāhem  gibbôrê  ḥayil  bə yaʕzêr  gilʕād,Late Biblical Hebrew
2 Chr 31:12,wa yābîʔû  ʔet  ha tərûmā  wə ha maʕăśēr  wə ha qᵒdāšîm  be ʔĕmûnā  wa ʕălêhem  nāgîd  kānanyāhû  ha lēwî  wə šimʕî  ʔāḥîhû  mišnê,Late Biblical Hebrew
Ezra 10:37,mattanyā  mattənay  wə yaʕăśāy,Late Biblical Hebrew
Eccl 10:19,li śəḥôq  ʕōśîm  leḥem  wə yayin  yəśammaḥ  ḥayyîm  wə ha kesep  yaʕănê  ʔet  ha kōl,Late Biblical Hebrew
Neh 12:8,wə ha ləwiyyim  yēšûaʕ  binnûy  qadmîʔēl  šērēbəyā  yəhûdā  mattanyā  ʕal  huyyədôt  hû  wə ʔeḥāʸw,Late Biblical Hebrew
Neh 3:27,ʔaḥărāʸw  heḥĕzîqû  ha təqōʕîm  middā  šēnît  mi neged  ha migdāl  ha gādôl  ha yôṣē  wə ʕad  ḥômat  hā ʕōpel,Late Biblical Hebrew
Neh 11:17,û mattanyā  ben  mîkā  ben  zabdî  ben  ʔāsāp  rōš  ha təḥillā  yəhôdê  la  təpillā  û baqbuqyā  mišnê  mē ʔeḥāʸw  wə ʕabdā  ben  šammûaʕ  ben  gālāl  ben  yədûtûn,Late Biblical Hebrew
1 Chr 2:16,wə ʔaḥyôtêhem  ṣərûyā  wa ʔăbîgāyil  û bənê  ṣərûyā  ʔabšay  wə yôʔāb  wa ʕăśā ʔēl  šəlōšā,Late Biblical Hebrew
Esth 4:9,wa yābô  hătāk  wa yaggēd  lə ʔestēr  ʔēt  dibrê  mordᵒkāy,Late Biblical Hebrew
1 Chr 9:30,û min  bənê  ha kōhănîm  rōqəḥê  ha mirqaḥat  la  bəśāmîm,Late Biblical Hebrew
Eccl 12:3,ba  yôm  še yāzuʕû  šōmərê  ha bayit  wə hitʕawwətû  ʔanšê  he ḥāyil  û bāṭəlû  ha ṭōḥănôt  kî  miʕēṭû  wə ḥāšəkû  hā rōʔôt  bā  ʔărubbôt,Late Biblical Hebrew
1 Chr 24:3,wa yeḥolqēm  dāwîd  wə ṣādôq  min  bənê  ʔelʕāzār  wa ʔăḥîmelek  min  bənê  ʔîtāmār  li pəquddātām  ba ʕăbōdātām,Late Biblical Hebrew
1 Chr 4:8,wə qôṣ  hôlîd  ʔet  ʕānûb  wə ʔet  haṣṣōbēbā  û mišpəḥôt  ʔăḥarḥēl  ben  hārûm,Late Biblical Hebrew
Ezra 10:31,û bənê  ḥārim  ʔĕlîʕezer  yiššiyyā  malkiyyā  šəmaʕyā  šimʕôn,Late Biblical Hebrew
Eccl 4:5,ha kəsîl  ḥōbēq  ʔet  yādāʸw  wə ʔōkēl  ʔet  bəśārô,Late Biblical Hebrew
1 Chr 5:34,wa ʔăḥîṭûb  hôlîd  ʔet  ṣādôq  wə ṣādôq  hôlîd  ʔet  ʔăḥîmāʕaṣ,Late Biblical Hebrew
Dan 10:16,wə hinnē  ki dəmût  bənê  ʔādām  nōgēaʕ  ʕal  śəpātāy  wā ʔeptaḥ  pî  wā ʔădabbərā  wā ʔōmərā  ʔel  hā ʕōmēd  lə negdî  ʔădōnî  ba  marʔā  nêepəkû  ṣîray  ʕālay  wə lō  ʕāṣartî  kōaḥ,Late Biblical Hebrew
Dan 8:7,û rəʔîtiʸw  maggîaʕ  ʔēṣel  hā ʔayil  wa yitmarmar  ʔēlāʸw  wa yak  ʔet  hā ʔayil  wa yəšabbēr  ʔet  šəttê  qərānāʸw  wə lō  hāyā  kōaḥ  bā  ʔayil  la ʕămōd  lə pānāʸw  wa yašlîkēhû  ʔarṣā  wa yirməsēhû  wə lō  hāyā  maṣṣîl  lā  ʔayil  mi yādô,Late Biblical Hebrew
1 Chr 7:9,wə hityaḥśām  lə tōlədôtām  rāšê  bêt  ʔăbôtām  gibbôrê  ḥāyil  ʕeśrîm  ʔelep  û mātāyim,Late Biblical Hebrew
Eccl 3:13,wə gam  kol  hā ʔādām  še yōkal  wə šātā  wə rāʔā  ṭôb  bə kol  ʕămālô  mattat  ʔĕlōhîm  hî,Late Biblical Hebrew
1 Chr 4:41,wa yābōʔû  ʔēllê  ha kətûbîm  bə šēmôt  bi ymê  yəḥizqiyyāhû  melek  yəhûdā  wa yakkû  ʔet  ʔohᵒlêhem  wə ʔet  ha məʕûnîm  ʔăšer  nimṣəʔû  šāmmā  wa yaḥărîmum  ʕad  ha yôm  ha zê  wa yēšəbû  taḥtêhem  kî  mirʕê  lə ṣōnām  šām,Late Biblical Hebrew
Esth 7:6,wa tōmer  ʔestēr  ʔîš  ṣar  wə ʔôyēb  hāmān  hā rāʕ  ha zê  wə hāmān  nibʕat  mi li pənê  ha melek  wə ha malkā,Late Biblical Hebrew
1 Chr 21:17,wa yōmer  dāwîd  ʔel  hā ʔĕlōhîm  hă lō  ʔănî  ʔāmartî  li mənôt  bā  ʕām  wa ʔănî  hû  ʔăšer  ḥāṭātî  wə hārēaʕ  hărēʕôtî  wə ʔēllê  ha ṣōn  mê  ʕāśû  yəhwāh  ʔĕlōhay  təhî  nā  yādəkā  bî  û bə bêt  ʔābî  û bə ʕamməkā  lō  lə maggēpā,Late Biblical Hebrew
Dan 10:19,wa yōmer  ʔal  tîrā  ʔîš  ḥămudôt  šālôm  lāk  ḥăzaq  wa ḥăzāq  û kə dabbərô  ʕimmî  hitḥazzaqtî  wā ʔōmərā  yədabbēr  ʔădōnî  kî  ḥizzaqtānî,Late Biblical Hebrew
Ezra 8:10,û mi bənê  šəlômît  ben  yôsipyā  wə ʕimmô  mēʔā  wə šiššîm  ha zəkārîm,Late Biblical Hebrew
Ezra 6:21,wa yōkəlû  bənê  yiśrāʔēl  ha šābîm  mē ha gôlā  wə kōl  ha nibdāl  mi ṭumʔat  gôyē  hā ʔāreṣ  ʔălēhem  li dərōš  la yhwāh  ʔĕlōhê  yiśrāʔēl,Late Biblical Hebrew
Neh 7:10,bənê  ʔāraḥ  šēš  mēʔôt  ḥămiššîm  û šənāyim,Late Biblical Hebrew
Neh 1:8,zəkor  nā  ʔet  ha dābār  ʔăšer  ṣiwwîtā  ʔet  mōšê  ʕabdəkā  lē ʔmōr  ʔattem  timʕālû  ʔănî  ʔāpîṣ  ʔetəkem  bā  ʕammîm,Late Biblical Hebrew
1 Chr 26:17,la  mizrāḥ  ha ləwiyyim  šiššā  la  ṣāpônā  la  yôm  ʔarbāʕā  la  negbā  la  yôm  ʔarbāʕā  wə lā  ʔăsuppîm  šənayim  šənāyim,Late Biblical Hebrew
1 Chr 1:47,wa yāmot  hădād  wa yimlōk  taḥtāʸw  śamlā  mi maśrēqā,Late Biblical Hebrew
Esth 2:16,wa tillāqaḥ  ʔestēr  ʔel  ha melek  ʔăḥašwērôš  ʔel  bêt  maləkûtô  ba  ḥōdeš  hā ʕăśîrî  hû  ḥōdeš  ṭēbēt  bi šənat  šebaʕ  lə maləkûtô,Late Biblical Hebrew
Ezra 9:5,û bə minḥat  hā ʕereb  qamtî  mi taʕănîtî  û bə qorʕî  bigədî  û məʕîlî  wā ʔekrəʕā  ʕal  birkay  wā ʔeprəśā  kappay  ʔel  yəhwāh  ʔĕlōhāy,Late Biblical Hebrew
1 Chr 9:40,û ben  yəhônātān  mərîb bāʕal  û mərî baʕal  hôlîd  ʔet  mîkā,Late Biblical Hebrew
Neh 11:7,wə ʔēllê  bənê  binyāmin  sallu  ben  məšullām  ben  yôʕēd  ben  pədāyā  ben  qôlāyā  ben  maʕăśêā  ben  ʔîtîʔēl  ben  yəšaʕyā,Late Biblical Hebrew
Esth 5:8,ʔim  māṣātî  ḥēn  bə ʕênê  ha melek  wə ʔim  ʕal  ha melek  ṭôb  lā tēt  ʔet  šəʔēlātî  wə la ʕăśôt  ʔet  baqqāšātî  yābô  ha melek  wə hāmān  ʔel  ha mištê  ʔăšer  ʔeʕĕśê  lāhem  û māḥār  ʔeʕĕśê  ki dəbar  ha melek,Late Biblical Hebrew
1 Chr 6:52,wa yittənû  lāhem  ʔet  ʕārê  ha miqlāṭ  ʔet  šəkem  wə ʔet  migrāšêhā  bə har  ʔeprāyim  wə ʔet  gezer  wə ʔet  migrāšêhā,Late Biblical Hebrew
1 Chr 16:37,wa yaʕăzob  šām  li pənê  ʔărôn  bərît  yəhwāh  lə ʔāsāp  û lə ʔeḥāʸw  lə šārēt  li pənê  hā ʔārôn  tāmîd  li dəbar  yôm  bə yômô,Late Biblical Hebrew
1 Chr 24:8,lə ḥārim  ha šəlîšî  li śəʕōrîm  hā rəbiʕî,Late Biblical Hebrew
1 Chr 8:37,û môṣā  hôlîd  ʔet  binʕā  rāpā  bənô  ʔelʕāśā  bənô  ʔāṣēl  bənô,Late Biblical Hebrew
1 Chr 15:24,û šəbanyāhû  wə yôšāpāṭ  û nətanʔēl  wa ʕămāśay  û zəkaryāhû  û bənāyāhû  we ʔĕlîʕezer  ha kōhănîm  maḥṣərîm  ba ḥăṣōṣərôt  li pənê  ʔărôn  hā ʔĕlōhîm  wə ʕōbēd ʔĕdōm  wi yḥiyyā  šōʕărîm  lā  ʔārôn,Late Biblical Hebrew
1 Chr 5:35,wa ʔăḥîmaʕaṣ  hôlîd  ʔet  ʕăzaryā  wa ʕăzaryā  hôlîd  ʔet  yôḥānān,Late Biblical Hebrew
1 Chr 12:37,û mē ʔāšēr  yôṣəʔê  ṣābā  la ʕărōk  milḥāmā  ʔarbāʕîm  ʔālep,Late Biblical Hebrew
1 Chr 6:22,ben  taḥat  ben  ʔassîr  ben  ʔebyāsāp  ben  qōraḥ,Late Biblical Hebrew
2 Chr 29:13,û min  bənê  ʔĕlîṣāpān  šimrî  wi yʕîʔēl  û min  bənê  ʔāsāp  zəkaryāhû  û mattanyāhû,Late Biblical Hebrew
