Verse,Text,Stage
1 Chr 2:35,wa yittēn  šēšān  ʔet  bittô  lə yarḥāʕ  ʕabdô  lə ʔiššā  wa tēled  lô  ʔet  ʕattāy,
1 Chr 2:36,wə ʕattay  hōlîd  ʔet  nātān  wə nātān  hôlîd  ʔet  zābād,
1 Chr 2:37,wə zābād  hôlîd  ʔet  ʔeplāl  wə ʔeplāl  hôlîd  ʔet  ʕôbēd,
1 Chr 2:38,wə ʕôbēd  hôlîd  ʔet  yēhû  wə yēhû  hôlîd  ʔet  ʕăzaryā,
1 Chr 2:39,wa ʕăzaryā  hōlîd  ʔet  ḥāleṣ  wə ḥeleṣ  hōlîd  ʔet  ʔelʕāśā,
1 Chr 2:40,wə ʔelʕāśā  hōlîd  ʔet  sismāy  wə sismay  hōlîd  ʔet  šallûm,
1 Chr 2:41,wə šallûm  hôlîd  ʔet  yəqamyā  wi yqamyā  hōlîd  ʔet  ʔĕlîšāmāʕ,
1 Chr 2:42,û bənê  kālēb  ʔăḥî  yəraḥməʔēl  mêšāʕ  bəkōrô  hû  ʔăbî  zîp  û bənê  mārēšā  ʔăbî  ḥebrôn,
1 Chr 2:43,û bənê  ḥebrôn  qōraḥ  wə tappuaḥ  wə reqem  wā šāmaʕ,
1 Chr 2:44,wə šemaʕ  hôlîd  ʔet  raḥam  ʔăbî  yorqᵒʕām  wə reqem  hôlîd  ʔet  šammāy,
1 Chr 2:45,û ben  šammay  māʕôn  û māʕôn  ʔăbî  bêt ṣûr,
1 Chr 2:46,wə ʕêpā  pîlegeš  kālēb  yālədā  ʔet  ḥārān  wə ʔet  môṣā  wə ʔet  gāzēz  wə ḥārān  hōlîd  ʔet  gāzēz,
1 Chr 2:47,û bənê  yohdāy  regem  wə yôtām  wə gêšān  wā peleṭ  wə ʕêpā  wā šāʕap,
1 Chr 2:48,pilegeš  kālēb  maʕăkā  yālad  šeber  wə ʔet  tirḥănā,
1 Chr 2:49,wa tēled  šaʕap  ʔăbî  madmannā  ʔet  šəwā  ʔăbî  makbēnā  wa ʔăbî  gibʕā  û bat  kālēb  ʕaksā,
1 Chr 2:50,ʔēllê  hāyû  bənê  kālēb  ben  ḥûr  bəkôr  ʔeprātā  šôbāl  ʔăbî  qiryat yəʕārîm,
1 Chr 2:51,śalmā  ʔăbî  bêt lāḥem  ḥārēp  ʔăbî  bêt gādēr,
1 Chr 2:52,wa yihyû  bānîm  lə šôbāl  ʔăbî  qiryat yəʕārîm  hārōʔê  ḥăṣî  ha mənuḥôt,
1 Chr 2:53,û mišpəḥôt  qiryat yəʕārîm  ha yitrî  wə ha pûtî  wə ha šumātî  wə ha mišrāʕî  mē ʔēllê  yāṣəʔû  ha ṣārəʕātî  wə hā ʔeštāʔulî,
1 Chr 2:54,bənê  śalmā  bêt leḥem  û nəṭôpātî  ʕaṭrôt bêt yôʔāb  wa ḥăṣî  ha mānaḥtî  ha ṣorʕî,
1 Chr 2:55,û mišpəḥôt  sōpərîm  yōšəbê  yaʕbēṣ  tirʕātîm  šimʕātîm  śûkātîm  hēmmā  ha qînîm  ha bāʔîm  mē ḥammat  ʔăbî  bêt  rēkāb,
1 Chr 3:1,wə ʔēllê  hāyû  bənê  dāwyid  ʔăšer  nôlad  lô  bə ḥebrôn  ha bəkôr  ʔamnōn  la ʔăḥînōʕam  ha yizrəʕēlît  šēnî  dāniyyēl  la ʔăbîgayil  ha karməlît,
1 Chr 3:2,ha šəlišî  lə ʔabšālôm  ben  maʕăkā  bat  talmay  melek  gəšûr  hā rəbîʕî  ʔădōniyyā  ben  ḥaggît,
1 Chr 3:3,ha ḥămîšî  šəpaṭyā  la ʔăbîṭāl  ha šiššî  yitrəʕām  lə ʕeglā  ʔištô,
1 Chr 3:4,šiššā  nôlad  lô  bə ḥebrôn  wa yimlāk  šām  šebaʕ  šānîm  wə šiššā  ḥᵒdāšîm  û šəlōšîm  wə šālôš  šānā  mālak  bi yrûšālāim,
1 Chr 3:5,wə ʔēllê  nûllədû  lô  bi yrûšālāyim  šimʕā  wə šôbāb  wə nātān  û šəlōmō  ʔarbāʕā  lə bat šûaʕ  bat  ʕammîʔēl,
1 Chr 3:6,wə yibḥār  we ʔĕlîšāmāʕ  we ʔĕlîpāleṭ,
1 Chr 3:7,wə nōgah  wə nepeg  wə yāpîaʕ,
1 Chr 3:8,we ʔĕlîšāmāʕ  wə ʔelyādāʕ  we ʔĕlîpeleṭ  tišʕā,
1 Chr 3:9,kōl  bənê  dāwîd  mi lə bad  bənê  pîlagšîm  wə tāmār  ʔăḥôtām,
1 Chr 3:10,û ben  šəlōmō  rəḥabʕām  ʔăbiyyā  bənô  ʔāsā  bənô  yəhôšāpāṭ  bənô,
1 Chr 3:11,yôrām  bənô  ʔăḥazyāhû  bənô  yôʔāš  bənô,
1 Chr 3:12,ʔămaṣyāhû  bənô  ʕăzaryā  bənô  yôtām  bənô,
1 Chr 3:13,ʔāḥāz  bənô  ḥizqiyyāhû  bənô  mənaššê  bənô,
1 Chr 3:14,ʔāmôn  bənô  yōšiyyāhû  bənô,
1 Chr 3:15,û bənê  yōšiyyāhû  ha bəkôr  yôḥānān  ha šēnî  yəhôyāqîm  ha šəlišî  ṣidqiyyāhû  hā rəbîʕî  šallûm,
1 Chr 3:16,û bənê  yəhôyāqîm  yəkonyā  bənô  ṣidqiyyā  bənô,
1 Chr 3:17,û bənê  yəkonyā  ʔassir  šəʔaltîʔēl  bənô,
1 Chr 3:18,û malkîrām  û pədāyā  wə šenʔaṣṣar  yəqamyā  hôšāmāʕ  û nədabyā,
1 Chr 3:19,û bənê  pədāyā  zərubbābel  wə šimʕî  û ben  zərubbābel  məšullām  wa ḥănanyā  û šəlōmît  ʔăḥôtām,
1 Chr 3:20,wa ḥăšubā  wā ʔōhel  û berekyā  wa ḥăsadyā  yûšab ḥesed  ḥāmēš,
1 Chr 3:21,û ben  ḥănanyā  pəlaṭyā  wi yšaʕyā  bənê  rəpāyā  bənê  ʔarnān  bənê  ʕōbadyā  bənê  šəkanyā,
1 Chr 3:22,û bənê  šəkanyā  šəmaʕyā  û bənê  šəmaʕyā  ḥaṭṭûš  wə yigʔāl  û bārîaḥ  û nəʕaryā  wə šāpāṭ  šiššā,
1 Chr 3:23,û ben  nəʕaryā  ʔelyôʕênay  wə ḥizqiyyā  wə ʕazrîqām  šəlōšā,
1 Chr 3:24,û bənê  ʔelyôʕênay  hôdawyāhû  wə ʔelyāšîb  û pəlāyā  wə ʕaqqûb  wə yôḥānān  û dəlāyā  wa ʕănānî  šibʕā,
1 Chr 4:1,bənê  yəhûdā  pereṣ  ḥeṣrôn  wə karmî  wə ḥûr  wə šôbāl,
1 Chr 4:2,û rəʔāyā  ben  šôbāl  hôlîd  ʔet  yaḥat  wə yaḥat  hōlîd  ʔet  ʔăḥûmay  wə ʔet  lāhad  ʔēllê  mišpəḥôt  ha ṣārəʕātî,
1 Chr 4:3,wə ʔēllê  ʔăbî  ʕêṭām  yizrəʕel  wə yišmā  wə yidbāš  wə šēm  ʔăḥôtām  haṣlelpônî,
1 Chr 4:4,û pənûʔēl  ʔăbî  gədōr  wə ʕēzer  ʔăbî  ḥûšā  ʔēllê  bənê  ḥûr  bəkôr  ʔeprātā  ʔăbî  bêt lāḥem,
1 Chr 4:5,û lə ʔašḥûr  ʔăbî  təqôaʕ  hāyû  šəttê  nāšîm  ḥelʔā  wə naʕărā,
1 Chr 4:6,wa tēled  lô  naʕărā  ʔet  ʔăḥuzzām  wə ʔet  ḥēper  wə ʔet  têmənî  wə ʔet  hā ʔăḥaštārî  ʔēllê  bənê  naʕărā,
1 Chr 4:7,û bənê  ḥelʔā  ṣeret  wə ṣōḥar  wə ʔetnān,
1 Chr 4:8,wə qôṣ  hôlîd  ʔet  ʕānûb  wə ʔet  haṣṣōbēbā  û mišpəḥôt  ʔăḥarḥēl  ben  hārûm,
1 Chr 4:9,wa yəhî  yaʕbēṣ  nikbād  mē ʔeḥāʸw  wə ʔimmô  qārəʔā  šəmô  yaʕbēṣ  lē ʔmōr  kî  yāladtî  bə ʕōṣeb,
1 Chr 4:10,wa yiqrā  yaʕbēṣ  lē ʔlōhê  yiśrāʔēl  lē ʔmōr  ʔim  bārēk  təbārăkēnî  wə hirbîtā  ʔet  gəbûlî  wə hāyətā  yādəkā  ʕimmî  wə ʕāśîtā  mē rāʕā  lə biltî  ʕoṣbî  wa yābē  ʔĕlōhîm  ʔēt  ʔăšer  šāʔāl,
1 Chr 4:11,û kəlûb  ʔăḥî  šûḥā  hôlîd  ʔet  məḥîr  hû  ʔăbî  ʔeštôn,
1 Chr 4:12,wə ʔeštôn  hôlîd  ʔet  bêt  rāpā  wə ʔet  pāsēaḥ  wə ʔet  təḥinnā  ʔăbî  ʕîr nāḥāš  ʔēllê  ʔanšê  rēkā,
1 Chr 4:13,û bənê  qənaz  ʕotnîʔēl  û śərāyā  û bənê  ʕotnîʔēl  ḥătat,
1 Chr 4:14,û məʕônōtay  hôlîd  ʔet  ʕoprā  û śərāyā  hôlîd  ʔet  yôʔāb  ʔăbî  gê  ḥărāšîm  kî  ḥărāšîm  hāyû,
1 Chr 4:15,û bənê  kālēb  ben  yəpunnê  ʕîrû  ʔēlā  wā nāʕam  û bənê  ʔēlā  û qənaz,
1 Chr 4:16,û bənê  yəhallelʔēl  zîp  wə zîpā  tîrəyā  wa ʔăśarʔēl,
1 Chr 4:17,û ben  ʕezrā  yeter  û mered  wə ʕēper  wə yālôn  wa tahar  ʔet  miryām  wə ʔet  šammay  wə ʔet  yišbāḥ  ʔăbî  ʔeštəmōaʕ,
1 Chr 4:18,wə ʔištô  ha yəhudiyyā  yālədā  ʔet  yered  ʔăbî  gədôr  wə ʔet  ḥeber  ʔăbî  śôkô  wə ʔet  yəqûtîʔēl  ʔăbî  zānôaḥ  wə ʔēllê  bənê  bityā  bat  parʕō  ʔăšer  lāqaḥ  māred,
1 Chr 4:19,û bənê  ʔēšet  hôdiyyā  ʔăḥôt  naḥam  ʔăbî  qəʕîlā  ha garmî  wə ʔeštəmōaʕ  ha maʕăkātî,
1 Chr 4:20,û bənê  šîmôn  ʔamnôn  wə rinnā  ben ḥānān  wə tîlôn  û bənê  yišʕî  zôḥēt  û ben zôḥēt,
1 Chr 4:21,bənê  šēlā  ben  yəhûdā  ʕēr  ʔăbî  lēkā  wə laʕdā  ʔăbî  mārēšā  û mišpəḥôt  bêt  ʕăbōdat  ha buṣ  lə bêt  ʔašbēaʕ,
1 Chr 4:22,wə yôqîm  wə ʔanšê  kōzēbā  wə yôʔāš  wə śārāp  ʔăšer  bāʕălû  lə môʔāb  wə yāšubî lāḥem  wə ha dəbārîm  ʕattîqîm,
1 Chr 4:23,hēmmā  ha yôṣərîm  wə yōšəbê  nəṭāʕîm  û gədērā  ʕim  ha melek  bi məlaktô  yāšəbû  šām,
1 Chr 4:24,bənê  šimʕôn  nəmûʔēl  wə yāmîn  yārîb  zeraḥ  šāʔûl,
1 Chr 4:25,šallum  bənô  mibśām  bənô  mišmāʕ  bənô,
1 Chr 4:26,û bənê  mišmāʕ  ḥammûʔēl  bənô  zakkûr  bənô  šimʕî  bənô,
1 Chr 4:27,û lə šimʕî  bānîm  šiššā  ʕāśār  û bānôt  šēš  û lə ʔeḥāʸw  ʔên  bānîm  rabbîm  wə kōl  mišpaḥtām  lō  hirbû  ʕad  bənê  yəhûdā,
1 Chr 4:28,wa yēšəbû  bi bəʔēr  šebaʕ  û môlādā  wa ḥăṣar šûʕāl,
1 Chr 4:29,û bə bilhā  û bə ʕeṣem  û bə tôlād,
1 Chr 4:30,û bi bətûʔēl  û bə ḥormā  û bə ṣîqəlāg,
1 Chr 4:31,û bə bêt markābôt  û ba ḥăṣar sûsîm  û bə bêt birʔî  û bə šaʕărāyim  ʔēllê  ʕārêhem  ʕad  məlōk  dāwîd,
1 Chr 4:32,wə ḥaṣrêhem  ʕêṭām  wā ʕayin rimmôn  wə tōken  wə ʕāšān  ʕārîm  ḥāmēš,
1 Chr 4:33,wə kol  ḥaṣrêhem  ʔăšer  səbîbôt  he ʕārîm  hā ʔēllê  ʕad  bāʕal  zōt  môšəbōtām  wə hityaḥśām  lāhem,
1 Chr 4:34,û məšôbāb  wə yamlēk  wə yôšā  ben  ʔămaṣyā,
1 Chr 4:35,wə yôʔēl  wə yēhû  ben  yôšibyā  ben  śərāyā  ben  ʕăśîʔēl,
1 Chr 4:36,wə ʔelyôʕênay  wə yaʕăqōbā  wi yšôḥāyā  wa ʕăśāyā  wa ʕădîʔēl  wi yśîmiʔēl  û bənāyā,
1 Chr 4:37,wə zîzā  ben  šipʕî  ben  ʔallôn  ben  yədāyā  ben  šimrî  ben  šəmaʕyā,
1 Chr 4:38,ʔēllê  ha bāʔîm  bə šēmôt  nəśîʔîm  bə mišpəḥôtām  û bêt  ʔăbôtêhem  pārəṣû  lā rôb,
1 Chr 4:39,wa yēləkû  li məbô  gədōr  ʕad  lə mizraḥ  ha gāyə  lə baqqēš  mirʕê  lə ṣōnām,
1 Chr 4:40,wa yimṣəʔû  mirʕê  šāmēn  wā ṭôb  wə hā ʔāreṣ  raḥăbat  yādayim  wə šōqeṭet  û šəlēwā  kî  min  ḥām  ha yōšəbîm  šām  lə pānîm,
1 Chr 4:41,wa yābōʔû  ʔēllê  ha kətûbîm  bə šēmôt  bi ymê  yəḥizqiyyāhû  melek  yəhûdā  wa yakkû  ʔet  ʔohᵒlêhem  wə ʔet  ha məʕûnîm  ʔăšer  nimṣəʔû  šāmmā  wa yaḥărîmum  ʕad  ha yôm  ha zê  wa yēšəbû  taḥtêhem  kî  mirʕê  lə ṣōnām  šām,
1 Chr 4:42,û mēhem  min  bənê  šimʕôn  hāləkû  lə har  śēʕîr  ʔănāšîm  ḥămēš  mēʔôt  û pəlaṭyā  û nəʕaryā  û rəpāyā  wə ʕuzzîʔēl  bənê  yišʕî  bə rōšām,
1 Chr 4:43,wa yakkû  ʔet  šəʔērît  ha pəlēṭā  la ʕămālēq  wa yēšəbû  šām  ʕad  ha yôm  ha zê,
1 Chr 5:1,û bənê  rəʔûbēn  bəkôr  yiśrāʔēl  kî  hû  ha bəkôr  û bə ḥalləlô  yəṣûʕê  ʔābiʸw  nittənā  bəkōrātô  li bənê  yôsēp  ben  yiśrāʔēl  wə lō  lə hityaḥēś  la  bəkōrā,
1 Chr 5:2,kî  yəhûdā  gābar  bə ʔeḥāʸw  û lə nāgîd  mimmennû  wə ha bəkōrā  lə yôsēp,
1 Chr 5:3,bənê  rəʔûbēn  bəkôr  yiśrāʔēl  ḥănôk  û pallû  ḥeṣrôn  wə karmî,
1 Chr 5:4,bənê  yôʔēl  šəmaʕyā  bənô  gôg  bənô  šimʕî  bənô,
1 Chr 5:5,mîkā  bənô  rəʔāyā  bənô  baʕal  bənô,
1 Chr 5:6,bəʔērā  bənô  ʔăšer  heglā  tilləgat pilnəʔeser  melek  ʔaššur  hû  nāśî  lā  rʔûbēnî,
1 Chr 5:7,wə ʔeḥāʸw  lə mišpəḥōtāʸw  bə hityaḥēś  lə tōlədôtām  hā rōš  yəʕîʔēl  û zəkaryāhû,
1 Chr 5:8,û belaʕ  ben  ʕāzāz  ben  šemaʕ  ben  yôʔēl  hû  yôšēb  ba ʕărōʕēr  wə ʕad  nəbô  û baʕal məʕôn,
1 Chr 5:9,wə la  mizrāḥ  yāšab  ʕad  lə bô  midbārā  lə min  ha nāhār  pərāt  kî  miqnêhem  rābû  bə ʔereṣ  gilʕād,
1 Chr 5:10,û bi ymê  šāʔûl  ʕāśû  milḥāmā  ʕim  ha hagriʔîm  wa yippəlû  bə yādām  wa yēšəbû  bə ʔohᵒlêhem  ʕal  kol  pənê  mizrāḥ  la  gilʕād,
1 Chr 5:11,û bənê  gād  lə negdām  yāšəbû  bə ʔereṣ  ha bāšān  ʕad  saləkā,
1 Chr 5:12,yôʔēl  hā rōš  wə šāpām  ha mišnê  wə yaʕnay  wə šāpāṭ  ba  bāšān,
1 Chr 5:13,wa ʔăḥêhem  lə bêt  ʔăbôtêhem  mîkāʔēl  û məšullām  wə šebaʕ  wə yôray  wə yaʕkān  wə zîaʕ  wā ʕēber  šibʕā,
1 Chr 5:14,ʔēllê  bənê  ʔăbîḥayil  ben  ḥûrî  ben  yārôaḥ  ben  gilʕād  ben  mîkāʔēl  ben  yəšîšay  ben  yaḥdô  ben  bûz,
1 Chr 5:15,ʔăḥî  ben  ʕabdîʔēl  ben  gûnî  rōš  lə bêt  ʔăbôtām,
1 Chr 5:16,wa yēšəbû  ba  gilʕād  ba  bāšān  û bi bənōtêhā  û bə kol  migrəšê  šārôn  ʕal  tôṣəʔôtām,
1 Chr 5:17,kullām  hityaḥśû  bi ymê  yôtām  melek  yəhûdā  û bi ymê  yārobʕām  melek  yiśrāʔēl,
1 Chr 5:18,bənê  rəʔûbēn  wə gādî  wa ḥăṣî  šēbeṭ  mənaššê  min  bənê  ḥayil  ʔănāšîm  nōśəʔê  māgēn  wə ḥereb  wə dōrəkê  qešet  û ləmûdê  milḥāmā  ʔarbāʕîm  wə ʔarbāʕā  ʔelep  û šəbaʕ  mēʔôt  wə šiššîm  yōṣəʔê  ṣābā,
1 Chr 5:19,wa yaʕăśû  milḥāmā  ʕim  ha hagrîʔîm  wi yṭûr  wə nāpîš  wə nôdāb,
1 Chr 5:20,wa yēʕozrû  ʕălêhem  wa yinnotnû  bə yādām  ha hagrîʔîm  wə kōl  še ʕimmāhem  kî  lē ʔlōhîm  zāʕăqû  ba  milḥāmā  wə naʕtôr  lāhem  kî  bāṭəḥû  bô,
1 Chr 5:21,wa yišbû  miqnêhem  gəmallêhem  ḥămiššîm  ʔelep  wə ṣōn  mātayim  wa ḥămiššîm  ʔelep  wa ḥămôrîm  ʔalpāyim  wə nepeš  ʔādām  mēʔā  ʔālep,
1 Chr 5:22,kî  ḥălālîm  rabbîm  nāpālû  kî  mē hā ʔĕlōhîm  ha milḥāmā  wa yēšəbû  taḥtêhem  ʕad  ha gōlā,
1 Chr 5:23,û bənê  ḥăṣî  šēbeṭ  mənaššê  yāšəbû  bā  ʔāreṣ  mi bāšān  ʕad  baʕal ḥermôn  û śənîr  wə har  ḥermôn  hēmmā  rābû,
1 Chr 5:24,wə ʔēllê  rāšê  bêt  ʔăbôtām  wə ʕēper  wə yišʕî  we ʔĕlîʔēl  wə ʕazrîʔēl  wə yirməyā  wə hôdawyā  wə yaḥdîʔēl  ʔănāšîm  gibbôrê  ḥayil  ʔanšê  šēmôt  rāšîm  lə bêt  ʔăbôtām,
1 Chr 5:25,wa yimʕălû  bē ʔlōhê  ʔăbôtêhem  wa yiznû  ʔaḥărê  ʔĕlōhê  ʕammê  hā ʔāreṣ  ʔăšer  hišmîd  ʔĕlōhîm  mi pənêhem,
1 Chr 5:26,wa yāʕar  ʔĕlōhê  yiśrāʔēl  ʔet  rûaḥ  pûl  melek  ʔaššûr  wə ʔet  rûaḥ  tilləgat pilneser  melek  ʔaššûr  wa yaglēm  lā  rʔûbēnî  wə la  gādî  wə la ḥăṣî  šēbeṭ  mənaššê  wa yəbîʔēm  la ḥəlaḥ  wə ḥābôr  wə hārā  û nəhar  gôzān  ʕad  ha yôm  ha zê,
1 Chr 5:27,bənê  lēwî  gērəšôn  qəhāt  û mərārî,
1 Chr 5:28,û bənê  qəhāt  ʕamrām  yiṣhār  wə ḥebrôn  wə ʕuzzîʔēl,
1 Chr 5:29,û bənê  ʕamrām  ʔahărōn  û mōšê  û miryām û bənê  ʔahărōn  nādāb  wa ʔăbîhû  ʔelʕāzār  wə ʔîtāmār,
1 Chr 5:30,ʔelʕāzār  hôlîd  ʔet  pînəḥās  pînəḥās  hōlîd  ʔet  ʔăbîšûaʕ,
1 Chr 5:31,wa ʔăbîšûaʕ  hôlîd  ʔet  buqqî  û buqqî  hôlîd  ʔet  ʕuzzî,
1 Chr 5:32,wə ʕuzzî  hôlîd  ʔet  zəraḥyā  û zəraḥyā  hôlîd  ʔet  mərāyôt,
1 Chr 5:33,mərāyôt  hôlîd  ʔet  ʔămaryā  wa ʔămaryā  hôlîd  ʔet  ʔăḥîṭûb,
1 Chr 5:34,wa ʔăḥîṭûb  hôlîd  ʔet  ṣādôq  wə ṣādôq  hôlîd  ʔet  ʔăḥîmāʕaṣ,
1 Chr 5:35,wa ʔăḥîmaʕaṣ  hôlîd  ʔet  ʕăzaryā  wa ʕăzaryā  hôlîd  ʔet  yôḥānān,
1 Chr 5:36,wə yôḥānān  hôlîd  ʔet  ʕăzaryā  hû  ʔăšer  kihēn  ba  bayit  ʔăšer  bānā  šəlōmō  bi yrûšālāim,
1 Chr 5:37,wa yôled  ʕăzaryā  ʔet  ʔămaryā  wa ʔămaryā  hôlîd  ʔet  ʔăḥîṭûb,
1 Chr 5:38,wa ʔăḥîṭûb  hôlîd  ʔet  ṣādôq  wə ṣādôq  hôlîd  ʔet  šallûm,
1 Chr 5:39,wə šallûm  hôlîd  ʔet  ḥilqiyyā  wə ḥilqiyyā  hôlîd  ʔet  ʕăzaryā,
1 Chr 5:40,wa ʕăzaryā  hôlîd  ʔet  śərāyā  û śərāyā  hôlîd  ʔet  yəhôṣādāq,
1 Chr 5:41,wi yhôṣādāq  hālak  bə haglôt  yəhwāh  ʔet  yəhûdā  wi yrûšālāim  bə yad  nəbukadneṣṣar,
1 Chr 6:1,bənê  lēwî  gērəšōm  qəhāt  û mərārî,
1 Chr 6:2,wə ʔēllê  šəmôt  bənê  gērəšôm  libnî  wə šimʕî,
1 Chr 6:3,û bənê  qəhāt  ʕamrām  wə yiṣhār  wə ḥebrôn  wə ʕuzzîʔēl,
1 Chr 6:4,bənê  mərārî  maḥlî  û mušî  wə ʔēllê  mišpəḥôt  ha lēwî  la ʔăbôtêhem,
1 Chr 6:5,lə gērəšôm  libnî  bənô  yaḥat  bənô  zimmā  bənô,
1 Chr 6:6,yôʔāḥ  bənô  ʕiddô  bənô  zeraḥ  bənô  yəʔotray  bənô,
1 Chr 6:7,bənê  qəhāt  ʕammînādāb  bənô  qōraḥ  bənô  ʔassîr  bənô,
1 Chr 6:8,ʔelqānā  bənô  wə ʔebyāsāp  bənô  wə ʔassîr  bənô,
1 Chr 6:9,taḥat  bənô  ʔûrîʔēl  bənô  ʕuzziyyā  bənô  wə šāʔûl  bənô,
1 Chr 6:10,û bənê  ʔelqānā  ʕămāśay  wa ʔăḥîmôt,
1 Chr 6:11,ʔelqānā  bənê  ʔelqānā  ṣôpay  bənô  wə naḥat  bənô,
1 Chr 6:12,ʔĕlîʔāb  bənô  yərōḥām  bənô  ʔelqānā  bənô,
1 Chr 6:13,û bənê  šəmûʔēl  ha bəkōr  wašnî  wa ʔăbiyyā,
1 Chr 6:14,bənê  mərārî  maḥlî  libnî  bənô  šimʕî  bənô  ʕuzzā  bənô,
1 Chr 6:15,šimʕā  bənô  ḥaggiyyā  bənô  ʕăśāyā  bənô,
1 Chr 6:16,wə ʔēllê  ʔăšer  heʕĕmîd  dāwîd  ʕal  yədê  šîr  bêt  yəhwāh  mi mənôaḥ  hā ʔārôn,
1 Chr 6:17,wa yihyû  məšārətîm  li pənê  miškan  ʔōhel  môʕēd  ba  šîr  ʕad  bənôt  šəlōmō  ʔet  bêt  yəhwāh  bi yrûšālāim  wa yaʕamədû  kə mišpāṭām  ʕal  ʕăbôdātām,
1 Chr 6:18,wə ʔēllê  hā ʕōmədîm  û bənêhem  mi bənê  ha qəhātî  hêmān  ha məšôrēr  ben  yôʔēl  ben  šəmûʔēl,
1 Chr 6:19,ben  ʔelqānā  ben  yərōḥām  ben  ʔĕlîʔēl  ben  tôaḥ,
1 Chr 6:20,ben  ṣûp  ben  ʔelqānā  ben  maḥat  ben  ʕămāśāy,
1 Chr 6:21,ben  ʔelqānā  ben  yôʔēl  ben  ʕăzaryā  ben  ṣəpanyā,
1 Chr 6:22,ben  taḥat  ben  ʔassîr  ben  ʔebyāsāp  ben  qōraḥ,
1 Chr 6:23,ben  yiṣhār  ben  qəhāt  ben  lēwî  ben  yiśrāʔēl,
1 Chr 6:24,wə ʔāḥiʸw  ʔāsāp  hā ʕōmēd  ʕal  yəmînô  ʔāsāp  ben  berekyāhû  ben  šimʕā,
1 Chr 6:25,ben  mîkāʔēl  ben  baʕăśêā  ben  malkiyyā,
1 Chr 6:26,ben  ʔetnî  ben  zeraḥ  ben  ʕădāyā,
1 Chr 6:27,ben  ʔêtān  ben  zimmā  ben  šimʕî,
1 Chr 6:28,ben  yaḥat  ben  gērəšōm  ben  lēwî,
1 Chr 6:29,û bənê  mərārî  ʔăḥêhem  ʕal  ha śəmôl  ʔêtān  ben  qîšî  ben  ʕabdî  ben  mallûk,
1 Chr 6:30,ben  ḥăšabyā  ben  ʔămaṣyā  ben  ḥilqiyyā,
1 Chr 6:31,ben  ʔamṣî  ben  bānî  ben  šāmer,
1 Chr 6:32,ben  maḥlî  ben  mûšî  ben  mərārî  ben  lēwî,
1 Chr 6:33,wa ʔăḥêhem  ha ləwiyyim  nətûnîm  lə kol  ʕăbôdat  miškan  bêt  hā ʔĕlōhîm,
1 Chr 6:34,wə ʔahărōn  û bānāʸw  maqṭîrîm  ʕal  mizbaḥ  hā ʕôlā  wə ʕal  mizbaḥ  ha qəṭōret  lə kōl  məleket  qōdeš  ha qᵒdāšîm  û lə kappēr  ʕal  yiśrāʔēl  kə kōl  ʔăšer  ṣiwwā  mōšê  ʕebed  hā ʔĕlōhîm,
1 Chr 6:35,wə ʔēllê  bənê  ʔahărōn  ʔelʕāzār  bənô  pînəḥās  bənô  ʔăbîšûaʕ  bənô,
1 Chr 6:36,buqqî  bənô  ʕuzzî  bənô  zəraḥyā  bənô,
1 Chr 6:37,mərāyôt  bənô  ʔămaryā  bənô  ʔăḥîṭûb  bənô,
1 Chr 6:38,ṣādôq  bənô  ʔăḥîmaʕaṣ  bənô,
1 Chr 6:39,wə ʔēllê  môšəbôtām  lə ṭîrôtām  bi gəbûlām  li bənê  ʔahărōn  lə mišpaḥat  ha qəhātî  kî  lāhem  hāyā  ha gôrāl,
1 Chr 6:40,wa yittənû  lāhem  ʔet  ḥebrôn  bə ʔereṣ  yəhûdā  wə ʔet  migrāšêhā  səbîbōtêhā,
1 Chr 6:41,wə ʔet  śədē  hā ʕîr  wə ʔet  ḥăṣērêhā  nātənû  lə kālēb  ben  yəpunnê,
1 Chr 6:42,wə li bənê  ʔahărōn  nātənû  ʔet  ʕārê  ha miqlāṭ  ʔet  ḥebrôn  wə ʔet  libnā  wə ʔet  migrāšêhā  wə ʔet  yattir  wə ʔet  ʔeštəmōaʕ  wə ʔet  migrāšêhā,
1 Chr 6:43,wə ʔet  ḥîlēz  wə ʔet  migrāšêhā  ʔet  dəbîr  wə ʔet  migrāšêhā,
1 Chr 6:44,wə ʔet  ʕāšān  wə ʔet  migrāšêhā  wə ʔet  bêt šemeš  wə ʔet  migrāšêhā,
1 Chr 6:45,û mi maṭṭē  binyāmin  ʔet  gebaʕ  wə ʔet  migrāšêhā  wə ʔet  ʕālemet  wə ʔet  migrāšêhā  wə ʔet  ʕănātôt  wə ʔet  migrāšêhā  kol  ʕārêhem  šəlōš  ʕeśrē  ʕîr  bə mišpəḥôtêhem,
1 Chr 6:46,wə li bənê  qəhāt  ha nôtārîm  mi mišpaḥat  ha maṭṭê  mi maḥăṣît  maṭṭē  ḥăṣî  mənaššê  ba  gôrāl  ʕārîm  ʕāśer,
1 Chr 6:47,wə li bənê  gērəšôm  lə mišpəḥôtām  mi maṭṭē  yiśāŝkār  û mi maṭṭē  ʔāšēr  û mi maṭṭē  naptālî  û mi maṭṭē  mənaššê  ba  bāšān  ʕārîm  šəlōš  ʕeśrē,
