Verse,Text
Exod 21:27,wə ʔim  šēn  ʕabdô  ʔô  šēn  ʔămātô  yappîl  la  ḥopšî  yəšalləḥennû  taḥat  šinnô
2 Chr 3:6,wa yəṣap  ʔet  ha bayit  ʔeben  yəqārā  lə tipʔāret  wə ha zāhāb  zəhab  parwāyim
Song_of_songs 3:6,mî  zōt  ʕōlā  min  ha midbār  kə tîmărôt  ʕāšān  məquṭṭeret  môr  û ləbônā  mi kōl  ʔabqat  rôkēl
Num 4:21,wa yədabbēr  yəhwāh  ʔel  mōšê  lē ʔmōr
Num 17:5,zikkārôn  li bənê  yiśrāʔēl  ləmaʕan  ʔăšer  lō  yiqrab  ʔîš  zār  ʔăšer  lō  mi zeraʕ  ʔahărōn  hû  lə haqṭîr  qəṭōret  li pənê  yəhwāh  wə lō  yihyê  kə qōraḥ  wə ka ʕădātô  ka ʔăšer  dibber  yəhwāh  bə yad  mōšê  lô
Deut 3:18,wā ʔăṣaw  ʔetəkem  bā  ʕēt  ha hiw  lē ʔmōr  yəhwāh  ʔĕlōhêkem  nātan  lākem  ʔet  hā ʔāreṣ  ha zōt  lə rištāh  ḥălûṣîm  taʕabrû  li pənê  ʔăḥêkem  bənê  yiśrāʔēl  kol  bənê  ḥāyil
Deut 5:3,lō  ʔet  ʔăbōtênû  kārat  yəhwāh  ʔet  ha bərît  ha zōt  kî  ʔittānû  ʔănaḥnû  ʔēllê  pō  ha yôm  kullānû  ḥayyîm
Ps 109:15,yihyû  neged  yəhwāh  tāmîd  wə yakrēt  mē ʔereṣ  zikrām
Num 23:18,wa yiśśā  məšālô  wa yōmar  qûm  bālāq  û šămāʕ  haʔăzînā  ʕāday  bənô  ṣippōr
Jer 8:8,ʔêkā  tōmərû  ḥăkāmîm  ʔănaḥnû  wə tôrat  yəhwāh  ʔittānû  ʔākēn  hinnē  la  šeqer  ʕāśā  ʕēṭ  šeqer  sōpərîm
Gen 26:25,wa yiben  šām  mizbēaḥ  wa yiqrā  bə šēm  yəhwāh  wa yeṭ  šām  ʔohᵒlô  wa yikrû  šām  ʕabədê  yiṣḥāq  bəʔēr
Num 5:24,wə hišqā  ʔet  hā ʔiššā  ʔet  mê  ha mārîm  ha məʔārărîm  û bāʔû  bāh  ha mayim  ha məʔārărîm  lə mārîm
Jud 9:18,wə ʔattem  qamtem  ʕal  bêt  ʔābî  ha yôm  wa taharəgû  ʔet  bānāʸw  šibʕîm  ʔîš  ʕal  ʔeben  ʔeḥāt  wa tamlîkû  ʔet  ʔăbîmelek  ben  ʔămātô  ʕal  baʕălê  šəkem  kî  ʔăḥîkem  hû
Isa 50:8,qārôb  maṣdîqî  mî  yārîb  ʔittî  naʕamədā  yāḥad  mî  baʕal  mišpāṭî  yiggaš  ʔēlāy
Isa 30:5,kōl  hōbîš  ʕal  ʕam  lō  yôʕîlû  lāmô  lō  lə ʕēzer  wə lō  lə hôʕîl  kî  lə bōšet  wə gam  lə ḥerpā
Micah 7:4,ṭôbām  kə ḥēdeq  yāšār  mi məsûkā  yôm  məṣappêkā  pəquddātəkā  bāʔā  ʕattā  tihyê  məbûkātām
2 Kgs 13:24,wa yāmot  ḥăzāʔēl  melek  ʔărām  wa yimlōk  ben hădad  bənô  taḥtāʸw
2 Chr 9:15,wa yaʕaś  ha melek  šəlōmō  mātayim  ṣinnā  zāhāb  šāḥûṭ  šēš  mēʔôt  zāhāb  šāḥûṭ  yaʕălê  ʕal  ha ṣinnā  hā ʔeḥāt
1 Kgs 18:30,wa yōmer  ʔēliyyāhû  lə kol  hā ʕām  gəšû  ʔēlay  wa yiggəšû  kol  hā ʕām  ʔēlāʸw  wa yərappē  ʔet  mizbaḥ  yəhwāh  he hārûs
Jud 9:56,wa yāšeb  ʔĕlōhîm  ʔēt  rāʕat  ʔăbîmelek  ʔăšer  ʕāśā  lə ʔābiʸw  la hărōg  ʔet  šibʕîm  ʔeḥāʸw
Num 7:43,qorbānô  qaʕărat  kesep  ʔaḥat  šəlōšîm  û mēʔā  mišqālāh  mizrāq  ʔeḥād  kesep  šibʕîm  šeqel  bə šeqel  ha qōdeš  šənêhem  məlēʔîm  sōlet  bəlûlā  ba  šemen  lə minḥā
1 Kgs 20:34,wa yōmer  ʔēlāʸw  he ʕārîm  ʔăšer  lāqaḥ  ʔābî  mē ʔēt  ʔābîkā  ʔāšîb  wə ḥûṣôt  tāśîm  ləkā  bə dammeśeq  ka ʔăšer  śām  ʔābî  bə šōmərôn  wa ʔănî  ba  bərît  ʔăšalləḥekkā  wa yikrot  lô  bərît  wa yəšalləḥēhû
Mal 3:6,kî  ʔănî  yəhwāh  lō  šānîtî  wə ʔattem  bənê  yaʕăqōb  lō  kəlîtem
Isa 26:9,napšî  ʔiwwîtîkā  ba  laylā  ʔap  rûḥî  bə qirbî  ʔăšaḥărekkā  kî  ka ʔăšer  mišpāṭêkā  lā  ʔāreṣ  ṣedeq  lāmədû  yōšəbê  tēbēl
Num 3:8,wə šāmərû  ʔet  kol  kəlê  ʔōhel  môʕēd  wə ʔet  mišmeret  bənê  yiśrāʔēl  la ʕăbōd  ʔet  ʕăbōdat  ha miškān
1 Sam 11:13,wa yōmer  šāʔûl  lō  yûmat  ʔîš  ba  yôm  ha zê  kî  ha yôm  ʕāśā  yəhwāh  təšûʕā  bə yiśrāʔēl
Job 21:12,yiśʔû  kə tōp  wə kinnôr  w yiśməḥû  lə qôl  ʕûgāb
Josh 18:20,wə ha yardēn  yigbōl  ʔōtô  li pəʔat  qēdəmā  zōt  naḥălat  bənê  binyāmin  li gəbûlōtêhā  sābîb  lə mišpəḥōtām
Jer 52:26,wa yiqqaḥ  ʔôtām  nəbûzarʔădān  rab  ṭabbāḥîm  wa yōlek  ʔôtām  ʔel  melek  bābel  riblātā
Num 1:41,pəqudêhem  lə maṭṭē  ʔāšēr  ʔeḥād  wə ʔarbāʕîm  ʔelep  wa ḥămēš  mēʔôt
Job 20:29,zê  ḥēleq  ʔādām  rāšāʕ  mē ʔĕlōhîm  wə naḥălat  ʔimrô  mē ʔēl
Gen 8:9,wə lō  māṣəʔā  ha yônā  mānôaḥ  lə kap  raglāh  wa tāšob  ʔēlāʸw  ʔel  ha tēbā  kî  mayim  ʕal  pənê  kol  hā ʔāreṣ  wa yišlaḥ  yādô  wa yiqqāḥêā  wa yābē  ʔōtāh  ʔēlāʸw  ʔel  ha tēbā
Ezek 23:47,wə rāgəmû  ʕălêhen  ʔeben  qāhāl  û bārē  ʔôtəhen  bə ḥarəbôtām  bənêhem  û bənôtêhem  yahărōgû  û bāttêhen  bā  ʔēš  yiśrōpû
Gen 29:21,wa yōmer  yaʕăqōb  ʔel  lābān  hābā  ʔet  ʔištî  kî  māləʔû  yāmāy  wə ʔābôʔā  ʔēlêhā
1 Chr 28:13,û lə maḥləqôt  ha kōhănîm  wə ha ləwiyyim  û lə kol  məleket  ʕăbôdat  bêt  yəhwāh  û lə kol  kəlê  ʕăbôdat  bêt  yəhwāh
Ps 44:9,bē ʔlōhîm  hillalnû  kol  ha yôm  wə šiməkā  lə ʕôlām  nôdê  selā
Josh 13:5,wə hā ʔāreṣ  ha giblî  wə kol  ha ləbānôn  mizraḥ  ha šemeš  mi baʕal gād  taḥat  har  ḥermôn  ʕad  lə bô  ḥămāt
Ps 35:7,kî  ḥinnām  ṭāmənû  lî  šaḥat  rištām  ḥinnām  ḥāpərû  lə napšî
Num 22:15,wa yōsep  ʕôd  bālāq  šəlōaḥ  śārîm  rabbîm  wə nikbādîm  mē ʔēllê
Isa 49:12,hinnē  ʔēllê  mē rāḥôq  yābōʔû  wə hinnē  ʔēllê  mi ṣāpôn  û mi yom  wə ʔēllê  mē ʔereṣ  sînîm
Deut 1:34,wa yišmaʕ  yəhwāh  ʔet  qôl  dibrêkem  wa yiqṣōp  wa yiššābaʕ  lē ʔmōr
Deut 25:4,lō  taḥsōm  šôr  bə dîšô
Isa 33:4,wə ʔussap  šəlaləkem  ʔōsep  he ḥāsîl  kə maššaq  gēbîm  šôqēq  bô
Esth 6:13,wa yəsappēr  hāmān  lə zereš  ʔištô  û lə kol  ʔōhăbāʸw  ʔēt  kol  ʔăšer  qārāhû  wa yōmərû  lô  ḥăkāmāʸw  wə zereš  ʔištô  ʔim  mi zeraʕ  ha yəhûdîm  mordᵒkay  ʔăšer  haḥillôtā  li nəppōl  lə pānāʸw  lō  tûkal  lô  kî  nāpôl  tippôl  lə pānāʸw
Gen 10:4,û bənê  yāwān  ʔĕlîšā  wə taršîš  kittîm  wə dōdānîm
Jer 31:2,kō  ʔāmar  yəhwāh  māṣā  ḥēn  ba  midbār  ʕam  śərîdê  ḥāreb  hālôk  lə hargîʕô  yiśrāʔēl
2 Chr 1:6,wa yaʕal  šəlōmō  šām  ʕal  mizbaḥ  ha nəḥōšet  li pənê  yəhwāh  ʔăšer  lə ʔōhel  môʕēd  wa yaʕal  ʕālāʸw  ʕōlôt  ʔālep
Isa 49:17,mihărû  bānāyik  məhārəsayik  û maḥăribayik  mimmēk  yēṣēʔû
1 Chr 12:36,û min  ha dānî  ʕōrəkê  milḥāmā  ʕeśrîm  û šəmônā  ʔelep  wə šēš  mēʔôt
Num 17:7,wa yəhî  bə hiqqāhēl  hā ʕēdā  ʕal  mōšê  wə ʕal  ʔahărōn  wa yipnû  ʔel  ʔōhel  môʕēd  wə hinnē  kissāhû  he ʕānān  wa yērā  kəbôd  yəhwāh
Deut 28:6,bārûk  ʔattā  bə bōʔekā  û bārûk  ʔattā  bə ṣētekā
Prov 28:26,bôṭēaḥ  bə libbô  hû  kəsîl  wə hôlēk  bə ḥokmā  hû  yimmālēṭ
1 Kgs 1:6,wə lō  ʕăṣābô  ʔābiʸw  mi yāmāʸw  lē ʔmōr  maddûaʕ  kākā  ʕāśîtā  wə gam  hû  ṭôb  tōʔar  məʔōd  wə ʔōtô  yālədā  ʔaḥărê  ʔabšālôm
Deut 6:10,wə hāyā  kî  yəbîʔăkā  yəhwāh  ʔĕlōhêkā  ʔel  hā ʔāreṣ  ʔăšer  nišbaʕ  la ʔăbōtêkā  lə ʔabrāhām  lə yiṣḥāq  û lə yaʕăqōb  lā tet  lāk  ʕārîm  gədōlōt  wə ṭōbōt  ʔăšer  lō  bānîtā
Micah 6:14,ʔattā  tōkal  wə lō  tiśbāʕ  wə yešḥăkā  bə qirbekā  wə tassēg  wə lō  taplîṭ  wa ʔăšer  təpallēṭ  la  ḥereb  ʔettēn
Exod 26:7,wə ʕāśîtā  yərîʕōt  ʕizzîm  lə ʔōhel  ʕal  ha miškān  ʕaštê  ʕeśrē  yərîʕōt  taʕăśê  ʔōtām
Prov 14:16,ḥākām  yārē  wə sār  mē rāʕ  û kəsîl  mitʕabbēr  û bôṭēaḥ
Lev 26:28,wə hālaktî  ʕimmākem  ba ḥămat  qerî  wə yissartî  ʔetəkem  ʔap  ʔānî  šebaʕ  ʕal  ḥaṭṭōtêkem
1 Chr 16:16,ʔăšer  kārat  ʔet  ʔabrāhām  û šəbûʕātô  lə yiṣḥāq
2 Sam 15:22,wa yōmer  dāwid  ʔel  ʔittay  lēk  wa ʕăbōr  wa yaʕăbōr  ʔittay  ha gittî  wə kol  ʔănāšāʸw  wə kol  ha ṭap  ʔăšer  ʔittô
Deut 28:16,ʔārûr  ʔattā  bā  ʕîr  wə ʔārûr  ʔattā  ba  śādê
Isa 23:9,yəhwāh  ṣəbāʔôt  yəʕāṣāh  lə ḥallēl  gəʔôn  kol  ṣəbî  lə hāqēl  kol  nikbaddê  ʔāreṣ
Num 26:17,la ʔărôd  mišpaḥat  hā ʔărôdî  lə ʔarʔēlî  mišpaḥat  hā ʔarʔēlî
Neh 12:44,wa yippāqədû  ba  yôm  ha hû  ʔănāšîm  ʕal  ha nəšākôt  lā  ʔôṣārôt  la  tərûmôt  lā  rēšît  wə la  maʕaśrôt  li kənôs  bāhem  li śədê  he ʕārîm  mənāʔôt  ha tôrā  la  kōhănîm  wə la  ləwiyyim  kî  śimḥat  yəhûdā  ʕal  ha kōhănîm  wə ʕal  ha ləwiyyim  hā ʕōmədîm
Jer 29:25,kō  ʔāmar  yəhwāh  ṣəbāʔôt  ʔĕlōhê  yiśrāʔēl  lē ʔmōr  yaʕan  ʔăšer  ʔattā  šālaḥtā  bə šiməkā  səpārîm  ʔel  kol  hā ʕām  ʔăšer  bi yrûšālaim  wə ʔel  ṣəpanyā  ben  maʕăśêā  ha kōhēn  wə ʔel  kol  ha kōhănîm  lē ʔmōr
Amos 5:27,wə higlêtî  ʔetəkem  mē hāləʔā  lə dammāśeq  ʔāmar  yəhwāh  ʔĕlōhê  ṣəbāʔôt  šəmô
Ps 84:6,ʔašrê  ʔādām  ʕôz  lô  bāk  msillôt  bi ləbābām
Mal 1:1,maśśā  dəbar  yəhwāh  ʔel  yiśrāʔēl  bə yad  malʔākî
Song_of_songs 1:10,nāwû  ləḥāyayik  ba  tōrîm  ṣawwārēk  ba  ḥărûzîm
Exod 28:1,wə ʔattā  haqrēb  ʔēlêkā  ʔet  ʔahărōn  ʔāḥîkā  wə ʔet  bānāʸw  ʔittô  mi tôk  bənê  yiśrāʔēl  lə kahănô  lî  ʔahărōn  nādāb  wa ʔăbîhû  ʔelʕāzār  wə ʔîtāmār  bənê  ʔahărōn
Jer 13:23,hă yahăpōk  kûšî  ʕôrô  wə nāmēr  ḥăbarburōtāʸw  gam  ʔattem  tûkəlû  lə hêṭîb  limmudê  hārēaʕ
2 Chr 30:13,wa yēʔāsəpû  yərûšālaim  ʕam  rāb  la ʕăśôt  ʔet  ḥag  ha maṣṣôt  ba  ḥōdeš  ha šēnî  qāhāl  lā rōb  məʔōd
Neh 12:33,wa ʕăzaryā  ʕezrā  û məšullām
Joel 2:4,kə marʔē  sûsîm  marʔēhû  û kə pārāšîm  kēn  yərûṣûn
Prov 27:1,ʔal  tithallēl  bə yôm  māḥār  kî  lō  tēdaʕ  mah  yēled  yôm
1 Kgs 2:3,wə šāmartā  ʔet  mišmeret  yəhwāh  ʔĕlōhêkā  lā leket  bi dərākāʸw  li šəmōr  ḥuqqōtāʸw  miṣwōtāʸw  û mišpāṭāʸw  wə ʕēdəwōtāʸw  ka  kātûb  bə tôrat  mōšê  ləmaʕan  taśkîl  ʔēt  kol  ʔăšer  taʕăśê  wə ʔēt  kol  ʔăšer  tipnê  šām
Jud 20:26,wa yaʕălû  kol  bənê  yiśrāʔēl  wə kol  hā ʕām  wa yābōʔû  bêt ʔēl  wa yibkû  wa yēšəbû  šām  li pənê  yəhwāh  wa yāṣûmû  ba  yôm  ha hû  ʕad  hā ʕāreb  wa yaʕălû  ʕōlôt  û šəlāmîm  li pənê  yəhwāh
Num 32:14,wə hinnē  qamtem  taḥat  ʔăbōtêkem  tarbût  ʔănāšîm  ḥaṭṭāʔîm  li səppôt  ʕôd  ʕal  ḥărôn  ʔap  yəhwāh  ʔel  yiśrāʔēl
1 Kgs 8:10,wa yəhî  bə ṣēt  ha kōhănîm  min  ha qōdeš  wə he ʕānān  mālē  ʔet  bêt  yəhwāh
Ezek 12:5,lə ʕênêhem  ḥător  ləkā  ba  qîr  wə hôṣētā  bô
Prov 12:12,ḥāmad  rāšāʕ  məṣôd  rāʕîm  wə šōreš  ṣaddîqîm  yittēn
1 Chr 26:5,ʕammîʔēl  ha šiššî  yiśāŝkār  ha šəbîʕî  pəʕullətay  ha šəmînî  kî  bērăkô  ʔĕlōhîm
Isa 56:12,ʔētāyû  ʔeqḥā  yayin  wə nisbəʔā  šēkār  wə hāyā  kā zê  yôm  māḥār  gādôl  yeter  məʔōd
Zech 6:5,wa yaʕan  ha malʔāk  wa yōmer  ʔēlāy  ʔēllê  ʔarbaʕ  ruḥôt  ha šāmayim  yôṣəʔôt  mē hityaṣṣēb  ʕal  ʔădôn  kol  hā ʔāreṣ
1 Chr 26:7,bənê  šəmaʕyā  ʕotnî  û rəpāʔēl  wə ʕôbēd  ʔelzābād  ʔeḥāʸw  bənê  ḥāyil  ʔĕlîhû  û səmakyāhû
Ps 107:10,yōšəbê  ḥōšek  wə ṣalmāwet  ʔăsîrê  ʕᵒnî  û barzel
1 Chr 23:5,wə ʔarbaʕat  ʔălāpîm  šōʕărîm  wə ʔarbaʕat  ʔălāpîm  məhallîm  la yhwāh  ba  kēlîm  ʔăšer  ʕāśîtî  lə hallēl
Jer 2:30,la  šāwə  hikkêtî  ʔet  bənêkem  mûsār  lō  lāqāḥû  ʔākəlā  ḥarbəkem  nəbîʔêkem  kə ʔaryē  mašḥît
Deut 23:20,lō  taššîk  lə ʔāḥîkā  nešek  kesep  nešek  ʔōkel  nešek  kol  dābār  ʔăšer  yiššāk
Job 15:23,nōdēd  hû  la  leḥem  ʔayyē  yādaʕ  kî  nākôn  bə yādô  yôm  ḥōšek
Jer 14:14,wa yōmer  yəhwāh  ʔēlay  šeqer  ha nəbiʔîm  nibbəʔîm  bi šəmî  lō  šəlaḥtîm  wə lō  ṣiwwîtîm  wə lō  dibbartî  ʔălêhem  ḥăzôn  šeqer  wə qesem  we ʔĕlîl  wə tarmît  libbām  hēmmā  mitnabbəʔîm  lākem
Exod 39:36,ʔet  ha šulḥān  ʔet  kol  kēlāʸw  wə ʔēt  leḥem  ha pānîm
Exod 7:15,lēk  ʔel  parʕō  ba  bōqer  hinnē  yōṣē  ha maymā  wə niṣṣabtā  li qərātô  ʕal  śəpat  ha yəʔōr  wə ha maṭṭê  ʔăšer  nêpak  lə nāḥāš  tiqqaḥ  bə yādekā
Ezek 31:6,bi səʕappōtāʸw  qinnû  kol  ʕôp  ha šāmayim  wə taḥat  pōrōtāʸw  yālədû  kōl  ḥayyat  ha śādê  û bə ṣillô  yēšəbû  kōl  gôyim  rabbîm
Jud 16:18,wa tēre  dəlîlā  kî  higgîd  loh  ʔet  kol  libbô  wa tišlaḥ  wa tiqrā  lə sarnê  pəlištîm  lē ʔmōr  ʕălû  ha paʕam  kî  higgîd  lî  ʔet  kol  libbô  wə ʕālû  ʔēlêhā  sarnê  pəlištîm  wa yaʕălû  ha kesep  bə yādām
2 Chr 12:4,wa yilkōd  ʔet  ʕārê  ha məṣurôt  ʔăšer  li yhûdā  wa yābō  ʕad  yərûšālāim
Ps 74:15,ʔattā  bāqaʕtā  maʕyān  wā nāḥal  ʔattā  hôbaštā  nahărôt  ʔêtān
Josh 15:16,wa yōmer  kālēb  ʔăšer  yakkê  ʔet  qiryat sēper  û ləkādāh  wə nātattî  lô  ʔet  ʕaksā  bittî  lə ʔiššā
2 Chr 26:22,wə yeter  dibrê  ʕuzziyyāhû  hā rišōnîm  wə hā ʔăḥărōnîm  kātab  yəšaʕyāhû  ben  ʔāmôṣ  ha nābî
Gen 4:7,hă lô  ʔim  têṭîb  śəʔēt  wə ʔim  lō  têṭîb  la  petaḥ  ḥaṭṭāt  rōbēṣ  wə ʔēlêkā  təšûqātô  wə ʔattā  timšol  bô
Neh 3:18,ʔaḥărāʸw  heḥĕzîqû  ʔăḥêhem  bawway  ben  ḥēnādād  śar  ḥăṣî  pelek  qəʕîlā
Neh 2:14,wā ʔeʕĕbōr  ʔel  šaʕar  hā ʕayin  wə ʔel  bərēkat  ha melek  wə ʔên  māqôm  la  bəhēmā  la ʕăbōr  taḥtāy
Ps 18:12,yāšet  ḥōšek  sitrô  səbîbôtāʸw  sukkātô  ḥešəkat  mayim  ʕābê  šəḥāqîm
Ps 130:1,šîr  ha maʕălôt  mi maʕămaqqîm  qərātîkā  yəhwāh
Gen 5:31,wa yəhî  kol  yəmê  lemek  šebaʕ  wə šibʕîm  šānā  û šəbaʕ  mēʔôt  šānā  wa yāmōt
Jud 16:22,wa yāḥel  śəʕar  rōšô  lə ṣammēaḥ  ka ʔăšer  gullāḥ
Isa 45:10,hôy  ʔōmēr  lə ʔāb  mah  tôlîd  û lə ʔiššā  mah  təḥîlîn
Ps 38:6,hibʔîšû  nāmaqqû  ḥabbûrōtāy  mi pənê  ʔiwwaltî
Gen 41:5,wa yîšān  wa yaḥălōm  šēnît  wə hinnē  šebaʕ  šibbᵒlîm  ʕōlôt  bə qānê  ʔeḥād  bərîʔôt  wə ṭōbôt
Josh 11:13,raq  kol  he ʕārîm  hā ʕōmədôt  ʕal  tillām  lō  śərāpām  yiśrāʔēl  zûlātî  ʔet  ḥāṣôr  lə baddāh  śārap  yəhôšuaʕ
Ps 39:10,neʔĕlamtî  lō  ʔeptaḥ  pî  kî  ʔattā  ʕāśîtā
Jer 27:17,ʔal  tišməʕû  ʔălêhem  ʕibədû  ʔet  melek  bābel  wi ḥəyû  lāmmā  tihyê  hā ʕîr  ha zōt  ḥārəbboh
Lam 4:10,yədê  nāšîm  raḥămāniyyôt  biššəlû  yalədêhen  hāyû  lə bārôt  lāmô  bə šeber  bat  ʕammî
Hos 2:19,wa hăsirōtî  ʔet  šəmôt  ha bəʕālîm  mi pîhā  wə lō  yizzākərû  ʕôd  bi šəmām
Ezek 32:14,ʔāz  ʔašqîaʕ  mêmêhem  wə nahărôtām  ka  šemen  ʔôlîk  nəʔum  ʔădōnāy  yəhwih
Josh 18:2,wa yiwwātərû  bi bənê  yiśrāʔēl  ʔăšer  lō  ḥāləqû  ʔet  naḥălātām  šibʕā  šəbāṭîm
Num 7:77,û lə zebaḥ  ha šəlāmîm  bāqār  šənayim  ʔêlim  ḥămiššā  ʕattudîm  ḥămiššā  kəbāśîm  bənê  šānā  ḥămiššā  zê  qorban  pagʕîʔēl  ben  ʕokrān
Amos 2:5,wə šillaḥtî  ʔēš  bi yhûdā  wə ʔākəlā  ʔarmənôt  yərûšālāim
1 Chr 11:8,wa yiben  hā ʕîr  mi sābîb  min  ha millô  wə ʕad  ha sābîb  wə yôʔāb  yəḥayyê  ʔet  šəʔār  hā ʕîr
Num 1:2,śəʔû  ʔet  rōš  kol  ʕădat  bənê  yiśrāʔēl  lə mišpəḥōtām  lə bêt  ʔăbōtām  bə mispar  šēmôt  kol  zākār  lə gulgəlōtām
Exod 28:37,wə śamtā  ʔōtô  ʕal  pətîl  təkēlet  wə hāyā  ʕal  ha miṣnāpet  ʔel  mûl  pənê  ha miṣnepet  yihyê
Jer 9:16,kō  ʔāmar  yəhwāh  ṣəbāʔôt  hitbônənû  wə qirʔû  la  məqônənôt  û təbôʔênā  wə ʔel  ha ḥăkāmôt  šilḥû  wə tābônā
Exod 24:10,wa yirʔû  ʔēt  ʔĕlōhê  yiśrāʔēl  wə taḥat  raglāʸw  kə maʕăśē  libnat  ha sappîr  û kə ʕeṣem  ha šāmayim  lā ṭōhar
Gen 8:12,wa yiyyāḥel  ʕôd  šibʕat  yāmîm  ʔăḥērîm  wa yəšallaḥ  ʔet  ha yônā  wə lō  yāsəpā  šûb  ʔēlāʸw  ʕôd
Jer 35:19,lākēn  kō  ʔāmar  yəhwāh  ṣəbāʔôt  ʔĕlōhê  yiśrāʔēl  lō  yikkārēt  ʔîš  lə yônādāb  ben  rēkāb  ʕōmēd  lə pānay  kol  ha yāmîm
Ps 119:16,bə ḥuqqōtêkā  ʔeštaʕăšāʕ  lō  ʔeškaḥ  dəbārekā
Ps 52:6,ʔāhabtā  kol  dibrê  bālaʕ  ləšôn  mirmā
Micah 5:1,wə ʔattā  bêt leḥem  ʔeprātā  ṣāʕîr  li həyôt  bə ʔaləpê  yəhûdā  mimməkā  lî  yēṣē  li həyôt  môšēl  bə yiśrāʔēl  û môṣāʔōtāʸw  mi qedem  mi ymê  ʕôlām
Exod 39:4,kətēpōt  ʕāśû  lô  ḥōbərōt  ʕal  šənê  qəṣôtāʸw  ḥubbār
Ps 89:31,ʔim  yaʕazəbû  bānāʸw  tôrātî  û bə mišpāṭay  lō  yēlēkûn
Job 32:19,hinnē  biṭnî  kə yayin  lō  yippātēaḥ  kə ʔōbôt  ḥădāšîm  yibbāqēaʕ
Ps 5:12,wə yiśməḥû  kol  ḥôsê  bāk  lə ʕôlām  yrannēnû  wə tāsēk  ʕālêmô  wə yaʕləṣû  bəkā  ʔōhăbê  šəmekā
Lev 1:16,wə hēsîr  ʔet  murʔātô  bə nōṣātāh  wə hišlîk  ʔōtāh  ʔēṣel  ha mizbēaḥ  qēdəmā  ʔel  məqôm  ha dāšen
Exod 19:6,wə ʔattem  tihyû  lî  mamleket  kōhănîm  wə gôy  qādôš  ʔēllê  ha dəbārîm  ʔăšer  tədabbēr  ʔel  bənê  yiśrāʔēl
Ps 109:1,la  mənaṣṣēaḥ  lə dāwid  mizmôr  ʔĕlōhê  thillātî  ʔal  teḥĕraš
Deut 6:16,lō  tənassû  ʔet  yəhwāh  ʔĕlōhêkem  ka ʔăšer  nissîtem  ba  massā
Ezek 33:12,wə ʔattā  ben  ʔādām  ʔĕmōr  ʔel  bənê  ʕamməkā  ṣidqat  ha ṣaddîq  lō  taṣṣîlennû  bə yôm  pišʕô  wə rišʕat  hā rāšāʕ  lō  yikkāšel  bāh  bə yôm  šûbô  mē rišʕô  wə ṣaddîq  lō  yûkal  li ḥəyôt  bāh  bə yôm  ḥăṭōtô
Exod 5:5,wa yōmer  parʕō  hēn  rabbîm  ʕattā  ʕam  hā ʔāreṣ  wə hišbattem  ʔōtām  mi siblōtām
2 Sam 15:6,wa yaʕaś  ʔabšālôm  ka  dābār  ha zê  lə kol  yiśrāʔēl  ʔăšer  yābōʔû  la  mišpāṭ  ʔel  ha melek  wa yəgannēb  ʔabšālôm  ʔet  lēb  ʔanšê  yiśrāʔēl
Isa 49:21,wə ʔāmart  bi ləbābēk  mî  yālad  lî  ʔet  ʔēllê  wa ʔănî  šəkûlā  wə galmûdā  gōlā  wə sûrā  wə ʔēllê  mî  giddēl  hēn  ʔănî  nišʔartî  lə baddî  ʔēllê  ʔêpō  hēm
1 Chr 4:4,û pənûʔēl  ʔăbî  gədōr  wə ʕēzer  ʔăbî  ḥûšā  ʔēllê  bənê  ḥûr  bəkôr  ʔeprātā  ʔăbî  bêt lāḥem
Lev 13:22,wə ʔim  pāśō  tipśê  bā  ʕôr  wə ṭimmē  ha kōhēn  ʔōtô  negaʕ  hiw
1 Sam 8:11,wa yōmer  zê  yihyê  mišpaṭ  ha melek  ʔăšer  yimlōk  ʕălêkem  ʔet  bənêkem  yiqqāḥ  wə śām  lô  bə merkabtô  û bə pārāšāʸw  wə rāṣû  li pənê  merkabtô
Lev 18:27,kî  ʔet  kol  ha tôʕēbōt  hā ʔēl  ʕāśû  ʔanšê  hā ʔāreṣ  ʔăšer  li pənêkem  wa tiṭmā  hā ʔāreṣ
2 Sam 3:5,wə ha šiššî  yitrəʕām  lə ʕeglā  ʔēšet  dāwid  ʔēllê  yullədû  lə dāwid  bə ḥebrôn
1 Chr 18:12,wə ʔabšay  ben  ṣərûyā  hikkā  ʔet  ʔĕdôm  bə gê  ha melaḥ  šəmônā  ʕāśār  ʔālep
2 Sam 15:20,təmôl  bôʔekā  wə ha yôm  ʔănîʕăkā  ʕimmānû  lā leket  wa ʔănî  hôlēk  ʕal  ʔăšer  ʔănî  hôlēk  šûb  wə hāšēb  ʔet  ʔaḥêkā  ʕimmāk  ḥesed  we ʔĕmet
Ezek 27:35,kōl  yōšəbê  hā ʔiyyîm  šāməmû  ʕālāyik  û maləkêhem  śāʕărû  śaʕar  rāʕămû  pānîm
1 Sam 10:18,wa yōmer  ʔel  bənê  yiśrāʔēl kō  ʔāmar  yəhwāh  ʔĕlōhê  yiśrāʔēl  ʔānōkî  heʕĕlêtî  ʔet  yiśrāʔēl  mi miṣrāyim  wā ʔaṣṣîl  ʔetəkem  mi yad  miṣrayim  û mi yad  kol  ha mamlākôt  ha lōḥăṣîm  ʔetəkem
